 Cauliflower,January (early),California (Northern)
 Chard ,January (early),California (Northern)
 Cherimoyas,January (early),California (Northern)
 Collards,January (early),California (Northern)
 Cress ,January (early),California (Northern)
 Dandelion/Chicory Greens,January (early),California (Northern)
 Dates,January (early),California (Northern)
 Endive,January (early),California (Northern)
 Fennel ,January (early),California (Northern)
 Garlic,January (early),California (Northern)
 Gourds,January (early),California (Northern)
 Grapefruit,January (early),California (Northern)
 Guava,January (early),California (Northern)
 Herbs,January (early),California (Northern)
 Horseradish,January (early),California (Northern)
 Kale ,January (early),California (Northern)
 Kiwi,January (early),California (Northern)
 Kumquats,January (early),California (Northern)
 Leeks,January (early),California (Northern)
 Lemons,January (early),California (Northern)
 Lettuces ,January (early),California (Northern)
 Limes,January (early),California (Northern)
 Mandarins,January (early),California (Northern)
 Mushrooms ,January (early),California (Northern)
 Nettles ,January (early),California (Northern)
 Olives ,January (early),California (Northern)
 Onions ,January (early),California (Northern)
 Oranges,January (early),California (Northern)
 Parsnips,January (early),California (Northern)
 Pears,January (early),California (Northern)
 Persimmons,January (early),California (Northern)
 Pistachioes,January (early),California (Northern)
 Pomelos,January (early),California (Northern)
 Potatoes,January (early),California (Northern)
 Radish ,January (early),California (Northern)
 Rapini ,January (early),California (Northern)
 Rutabaga ,January (early),California (Northern)
 Scallions,January (early),California (Northern)
 Spinach,January (early),California (Northern)
 Sunchokes ,January (early),California (Northern)
 Tangerines,January (early),California (Northern)
 Turnips,January (early),California (Northern)
 Walnuts,January (early),California (Northern)
Winter Squash,January (early),California (Northern)
Almonds,January (late),California (Northern)
 Apples,January (late),California (Northern)
 Asian Greens ,January (late),California (Northern)
 Asian Pears,January (late),California (Northern)
 Avocado,January (late),California (Northern)
 Beans,January (late),California (Northern)
 Beets,January (late),California (Northern)
 Bok Choy,January (late),California (Northern)
 Broccoli,January (late),California (Northern)
 Brussels Sprouts,January (late),California (Northern)
 Cabbage,January (late),California (Northern)
 Cardoons ,January (late),California (Northern)
 Carrots ,January (late),California (Northern)
 Cauliflower,January (late),California (Northern)
 Chard ,January (late),California (Northern)
 Cherimoyas,January (late),California (Northern)
 Collards,January (late),California (Northern)
 Cress ,January (late),California (Northern)
 Dandelion/Chicory Greens,January (late),California (Northern)
 Dates,January (late),California (Northern)
 Endive,January (late),California (Northern)
 Fennel ,January (late),California (Northern)
 Garlic,January (late),California (Northern)
 Gourds,January (late),California (Northern)
 Grapefruit,January (late),California (Northern)
 Guava,January (late),California (Northern)
 Herbs,January (late),California (Northern)
 Horseradish,January (late),California (Northern)
 Kale ,January (late),California (Northern)
 Kiwi,January (late),California (Northern)
 Kumquats,January (late),California (Northern)
 Leeks,January (late),California (Northern)
 Lemons,January (late),California (Northern)
 Lettuces ,January (late),California (Northern)
 Limes,January (late),California (Northern)
 Mandarins,January (late),California (Northern)
 Mushrooms ,January (late),California (Northern)
 Nettles ,January (late),California (Northern)
 Olives ,January (late),California (Northern)
 Onions ,January (late),California (Northern)
 Oranges,January (late),California (Northern)
 Parsnips,January (late),California (Northern)
 Pears,January (late),California (Northern)
 Persimmons,January (late),California (Northern)
 Pistachioes,January (late),California (Northern)
 Pomelos,January (late),California (Northern)
 Potatoes,January (late),California (Northern)
 Radish ,January (late),California (Northern)
 Rapini ,January (late),California (Northern)
 Rutabaga ,January (late),California (Northern)
 Scallions,January (late),California (Northern)
 Spinach,January (late),California (Northern)
 Sunchokes ,January (late),California (Northern)
 Tangerines,January (late),California (Northern)
 Turnips,January (late),California (Northern)
 Walnuts,January (late),California (Northern)
Winter Squash,January (late),California (Northern)
Almonds,February (early),California (Northern)
 Apples,February (early),California (Northern)
 Asian Greens ,February (early),California (Northern)
 Asian Pears,February (early),California (Northern)
Asparagus,February (early),California (Northern)
 Avocado,February (early),California (Northern)
 Beans,February (early),California (Northern)
 Beets,February (early),California (Northern)
 Bok Choy,February (early),California (Northern)
 Broccoli,February (early),California (Northern)
 Brussels Sprouts,February (early),California (Northern)
 Cabbage,February (early),California (Northern)
 Cardoons ,February (early),California (Northern)
 Carrots ,February (early),California (Northern)
 Cauliflower,February (early),California (Northern)
 Chard ,February (early),California (Northern)
 Cherimoyas,February (early),California (Northern)
 Collards,February (early),California (Northern)
 Cress ,February (early),California (Northern)
 Dandelion/Chicory Greens,February (early),California (Northern)
 Dates,February (early),California (Northern)
 Endive,February (early),California (Northern)
 Fennel ,February (early),California (Northern)
 Garlic,February (early),California (Northern)
 Gourds,February (early),California (Northern)
 Grapefruit,February (early),California (Northern)
 Green Garlic ,February (early),California (Northern)
 Guava,February (early),California (Northern)
 Herbs,February (early),California (Northern)
 Horseradish,February (early),California (Northern)
 Kale ,February (early),California (Northern)
 Kiwi,February (early),California (Northern)
 Kumquats,February (early),California (Northern)
 Leeks,February (early),California (Northern)
 Lemons,February (early),California (Northern)
 Lettuces ,February (early),California (Northern)
 Limes,February (early),California (Northern)
 Mandarins,February (early),California (Northern)
 Mushrooms ,February (early),California (Northern)
 Nettles ,February (early),California (Northern)
 Olives ,February (early),California (Northern)
 Onions ,February (early),California (Northern)
 Oranges,February (early),California (Northern)
 Parsnips,February (early),California (Northern)
 Pears,February (early),California (Northern)
 Pistachioes,February (early),California (Northern)
 Pomelos,February (early),California (Northern)
 Potatoes,February (early),California (Northern)
 Radish ,February (early),California (Northern)
 Rapini ,February (early),California (Northern)
 Rutabaga ,February (early),California (Northern)
 Scallions,February (early),California (Northern)
 Spinach,February (early),California (Northern)
 Tangerines,February (early),California (Northern)
 Turnips,February (early),California (Northern)
 Walnuts,February (early),California (Northern)
Winter Squash,February (early),California (Northern)
Almonds,February (late),California (Northern)
 Apples,February (late),California (Northern)
 Asian Greens ,February (late),California (Northern)
 Asian Pears,February (late),California (Northern)
Asparagus,February (late),California (Northern)
 Avocado,February (late),California (Northern)
 Beans,February (late),California (Northern)
 Beets,February (late),California (Northern)
 Bok Choy,February (late),California (Northern)
 Broccoli,February (late),California (Northern)
 Brussels Sprouts,February (late),California (Northern)
 Cabbage,February (late),California (Northern)
 Cardoons ,February (late),California (Northern)
 Carrots ,February (late),California (Northern)
 Cauliflower,February (late),California (Northern)
 Chard ,February (late),California (Northern)
 Cherimoyas,February (late),California (Northern)
 Collards,February (late),California (Northern)
 Cress ,February (late),California (Northern)
 Dandelion/Chicory Greens,February (late),California (Northern)
 Dates,February (late),California (Northern)
 Endive,February (late),California (Northern)
 Fennel ,February (late),California (Northern)
 Garlic,February (late),California (Northern)
 Gourds,February (late),California (Northern)
 Grapefruit,February (late),California (Northern)
 Green Garlic ,February (late),California (Northern)
 Guava,February (late),California (Northern)
 Herbs,February (late),California (Northern)
 Horseradish,February (late),California (Northern)
 Kale ,February (late),California (Northern)
 Kiwi,February (late),California (Northern)
 Kumquats,February (late),California (Northern)
 Leeks,February (late),California (Northern)
 Lemons,February (late),California (Northern)
 Lettuces ,February (late),California (Northern)
 Limes,February (late),California (Northern)
 Mandarins,February (late),California (Northern)
 Mushrooms ,February (late),California (Northern)
 Nettles ,February (late),California (Northern)
 Olives ,February (late),California (Northern)
 Onions ,February (late),California (Northern)
 Oranges,February (late),California (Northern)
 Parsnips,February (late),California (Northern)
 Pears,February (late),California (Northern)
 Pistachioes,February (late),California (Northern)
 Pomelos,February (late),California (Northern)
 Potatoes,February (late),California (Northern)
 Radish ,February (late),California (Northern)
 Rapini ,February (late),California (Northern)
